crop,date,price_per_kg,market
Wheat,2026-06-18,28.48,Rohtak
Wheat,2026-06-19,28.54,Ambala
Wheat,2026-06-20,28.02,Sonipat
Wheat,2026-06-21,28.09,Rohtak
Wheat,2026-06-22,28.54,Karnal
Wheat,2026-06-23,28.49,Sonipat
Wheat,2026-06-24,28.63,Delhi
Wheat,2026-06-25,28.45,Gurugram
Wheat,2026-06-26,27.84,Chandigarh
Wheat,2026-06-27,28.5,Chandigarh
Wheat,2026-06-28,28.52,Hisar
Wheat,2026-06-29,28.96,Rohtak
Wheat,2026-06-30,28.65,Gurugram
Wheat,2026-07-01,27.13,Rohtak
Wheat,2026-07-02,27.27,Delhi
Wheat,2026-07-03,27.26,Delhi
Wheat,2026-07-04,27.83,Gurugram
Wheat,2026-07-05,27.0,Gurugram
Wheat,2026-07-06,27.55,Sonipat
Wheat,2026-07-07,27.93,Ludhiana
Wheat,2026-07-08,28.13,Ludhiana
Wheat,2026-07-09,27.68,Sonipat
Wheat,2026-07-10,26.93,Ludhiana
Wheat,2026-07-11,26.9,Karnal
Wheat,2026-07-12,26.91,Karnal
Wheat,2026-07-13,28.03,Gurugram
Wheat,2026-07-14,28.1,Chandigarh
Wheat,2026-07-15,27.39,Chandigarh
Wheat,2026-07-16,27.49,Rohtak
Wheat,2026-07-17,27.87,Karnal
Wheat,2026-07-18,27.25,Rohtak
Wheat,2026-07-19,28.02,Gurugram
Wheat,2026-07-20,27.24,Gurugram
Wheat,2026-07-21,27.45,Hisar
Wheat,2026-07-22,27.86,Hisar
Wheat,2026-07-23,27.33,Sonipat
Wheat,2026-07-24,27.53,Ludhiana
Wheat,2026-07-25,27.36,Chandigarh
Wheat,2026-07-26,27.23,Delhi
Wheat,2026-07-27,27.84,Delhi
Wheat,2026-07-28,27.45,Sonipat
Wheat,2026-07-29,27.6,Gurugram
Wheat,2026-07-30,27.01,Gurugram
Wheat,2026-07-31,27.74,Panipat
Wheat,2026-08-01,26.44,Hisar
Wheat,2026-08-02,26.08,Ludhiana
Wheat,2026-08-03,26.32,Rohtak
Wheat,2026-08-04,26.79,Gurugram
Wheat,2026-08-05,26.64,Hisar
Wheat,2026-08-06,26.21,Rohtak
Wheat,2026-08-07,25.95,Hisar
Wheat,2026-08-08,26.31,Sonipat
Wheat,2026-08-09,27.06,Sonipat
Wheat,2026-08-10,26.92,Ludhiana
Wheat,2026-08-11,25.88,Delhi
Wheat,2026-08-12,26.13,Gurugram
Wheat,2026-08-13,26.28,Ambala
Wheat,2026-08-14,25.86,Sonipat
Wheat,2026-08-15,26.67,Gurugram
Wheat,2026-08-16,26.28,Delhi
Wheat,2026-08-17,26.52,Chandigarh
Wheat,2026-08-18,26.25,Gurugram
Wheat,2026-08-19,26.6,Karnal
Wheat,2026-08-20,26.99,Rohtak
Wheat,2026-08-21,26.7,Ludhiana
Wheat,2026-08-22,26.41,Chandigarh
Wheat,2026-08-23,25.9,Panipat
Wheat,2026-08-24,26.63,Karnal
Wheat,2026-08-25,26.99,Panipat
Wheat,2026-08-26,26.6,Ludhiana
Wheat,2026-08-27,25.97,Sonipat
Wheat,2026-08-28,26.78,Ludhiana
Wheat,2026-08-29,25.91,Ludhiana
Wheat,2026-08-30,26.94,Gurugram
Wheat,2026-08-31,26.52,Delhi
Wheat,2026-09-01,25.34,Panipat
Wheat,2026-09-02,25.75,Sonipat
Wheat,2026-09-03,25.52,Sonipat
Wheat,2026-09-04,25.61,Chandigarh
Wheat,2026-09-05,24.91,Karnal
Wheat,2026-09-06,25.58,Karnal
Wheat,2026-09-07,25.57,Rohtak
Wheat,2026-09-08,25.04,Ambala
Wheat,2026-09-09,25.04,Chandigarh
Wheat,2026-09-10,24.74,Delhi
Wheat,2026-09-11,24.65,Hisar
Wheat,2026-09-12,25.76,Ludhiana
Potato,2025-09-13,14.63,Hisar
Potato,2025-09-14,15.16,Delhi
Potato,2025-09-15,13.94,Gurugram
Potato,2025-09-16,14.85,Ludhiana
Potato,2025-09-17,14.55,Chandigarh
Potato,2025-09-18,14.35,Chandigarh
Potato,2025-09-19,14.87,Sonipat
Potato,2025-09-20,15.1,Sonipat
Potato,2025-09-21,14.52,Rohtak
Potato,2025-09-22,15.23,Chandigarh
Potato,2025-09-23,14.05,Sonipat
Potato,2025-09-24,14.07,Karnal
Potato,2025-09-25,14.4,Chandigarh
Potato,2025-09-26,15.37,Delhi
Potato,2025-09-27,14.24,Chandigarh
Potato,2025-09-28,14.29,Panipat
Potato,2025-09-29,14.9,Delhi
Potato,2025-09-30,14.71,Sonipat
Potato,2025-10-01,15.47,Ambala
Potato,2025-10-02,14.67,Ambala
Potato,2025-10-03,15.72,Ambala
Potato,2025-10-04,15.02,Ambala
Potato,2025-10-05,14.48,Rohtak
Potato,2025-10-06,14.56,Ambala
Potato,2025-10-07,14.9,Karnal
Potato,2025-10-08,15.84,Hisar
Potato,2025-10-09,15.57,Rohtak
Potato,2025-10-10,15.35,Chandigarh
Potato,2025-10-11,14.97,Panipat
Potato,2025-10-12,15.34,Hisar
Potato,2025-10-13,15.0,Delhi
Potato,2025-10-14,15.73,Sonipat
Potato,2025-10-15,15.27,Ludhiana
Potato,2025-10-16,15.32,Gurugram
Potato,2025-10-17,15.59,Gurugram
Potato,2025-10-18,16.07,Gurugram
Potato,2025-10-19,15.84,Gurugram
Potato,2025-10-20,16.29,Sonipat
Potato,2025-10-21,15.9,Chandigarh
Potato,2025-10-22,15.53,Gurugram
Potato,2025-10-23,14.94,Delhi
Potato,2025-10-24,15.0,Karnal
Potato,2025-10-25,14.76,Rohtak
Potato,2025-10-26,15.04,Hisar
Potato,2025-10-27,16.11,Hisar
Potato,2025-10-28,14.97,Sonipat
Potato,2025-10-29,16.02,Ambala
Potato,2025-10-30,15.86,Karnal
Potato,2025-10-31,15.94,Ludhiana
Potato,2025-11-01,17.0,Ludhiana
Potato,2025-11-02,16.05,Panipat
Potato,2025-11-03,16.05,Delhi
Potato,2025-11-04,16.91,Chandigarh
Potato,2025-11-05,15.97,Karnal
Potato,2025-11-06,15.51,Gurugram
Potato,2025-11-07,15.19,Panipat
Potato,2025-11-08,16.05,Ludhiana
Potato,2025-11-09,15.65,Rohtak
Potato,2025-11-10,16.73,Hisar
Potato,2025-11-11,15.36,Panipat
Potato,2025-11-12,16.5,Hisar
Potato,2025-11-13,15.81,Hisar
Potato,2025-11-14,15.2,Chandigarh
Potato,2025-11-15,15.48,Chandigarh
Potato,2025-11-16,15.66,Hisar
Potato,2025-11-17,16.07,Chandigarh
Potato,2025-11-18,15.64,Ambala
Potato,2025-11-19,16.41,Delhi
Potato,2025-11-20,15.35,Delhi
Potato,2025-11-21,15.86,Gurugram
Potato,2025-11-22,16.17,Gurugram
Potato,2025-11-23,16.55,Karnal
Potato,2025-11-24,16.25,Hisar
Potato,2025-11-25,16.06,Rohtak
Potato,2025-11-26,15.16,Gurugram
Potato,2025-11-27,16.64,Chandigarh
Potato,2025-11-28,15.97,Ambala
Potato,2025-11-29,16.8,Sonipat
Potato,2025-11-30,15.71,Ambala
Potato,2025-12-01,16.27,Hisar
Potato,2025-12-02,17.61,Panipat
Potato,2025-12-03,16.81,Chandigarh
Potato,2025-12-04,17.28,Chandigarh
Potato,2025-12-05,16.6,Ambala
Potato,2025-12-06,16.22,Rohtak
Potato,2025-12-07,16.35,Delhi
Potato,2025-12-08,17.56,Ambala
Potato,2025-12-09,16.22,Rohtak
Potato,2025-12-10,16.79,Panipat
Potato,2025-12-11,17.52,Ambala
Potato,2025-12-12,16.74,Rohtak
Potato,2025-12-13,16.75,Sonipat
Potato,2025-12-14,16.63,Ambala
Potato,2025-12-15,17.12,Hisar
Potato,2025-12-16,15.87,Karnal
Potato,2025-12-17,15.63,Delhi
Potato,2025-12-18,15.94,Ludhiana
Potato,2025-12-19,16.18,Sonipat
Potato,2025-12-20,16.37,Karnal
Potato,2025-12-21,16.36,Ambala
Potato,2025-12-22,17.36,Rohtak
Potato,2025-12-23,16.93,Chandigarh
Potato,2025-12-24,15.94,Gurugram
Potato,2025-12-25,17.5,Ludhiana
Potato,2025-12-26,16.55,Gurugram
Potato,2025-12-27,17.4,Ludhiana
Potato,2025-12-28,17.3,Gurugram
Potato,2025-12-29,16.57,Panipat
Potato,2025-12-30,16.69,Karnal
Potato,2025-12-31,17.37,Panipat
Potato,2026-01-01,17.16,Karnal
Potato,2026-01-02,17.94,Panipat
Potato,2026-01-03,17.58,Karnal
Potato,2026-01-04,17.41,Ludhiana
Potato,2026-01-05,16.64,Gurugram
Potato,2026-01-06,17.13,Panipat
Potato,2026-01-07,16.56,Ambala
Potato,2026-01-08,17.35,Hisar
Potato,2026-01-09,17.79,Hisar
Potato,2026-01-10,17.62,Sonipat
Potato,2026-01-11,16.54,Panipat
Potato,2026-01-12,17.88,Delhi
Potato,2026-01-13,16.64,Ludhiana
Potato,2026-01-14,17.26,Ludhiana
Potato,2026-01-15,16.35,Chandigarh
Potato,2026-01-16,16.46,Chandigarh
Potato,2026-01-17,17.31,Sonipat
Potato,2026-01-18,16.11,Ambala
Potato,2026-01-19,16.37,Rohtak
Potato,2026-01-20,17.23,Chandigarh
Potato,2026-01-21,16.32,Karnal
Potato,2026-01-22,15.97,Hisar
Potato,2026-01-23,16.52,Ludhiana
Potato,2026-01-24,16.05,Sonipat
Potato,2026-01-25,15.85,Chandigarh
Potato,2026-01-26,17.8,Sonipat
Potato,2026-01-27,16.64,Ludhiana
Potato,2026-01-28,16.78,Karnal
Potato,2026-01-29,17.33,Panipat
Potato,2026-01-30,16.45,Rohtak
Potato,2026-01-31,17.62,Delhi
Potato,2026-02-01,17.69,Karnal
Potato,2026-02-02,17.43,Rohtak
Potato,2026-02-03,18.21,Sonipat
Potato,2026-02-04,17.17,Sonipat
Potato,2026-02-05,18.24,Rohtak
Potato,2026-02-06,18.36,Hisar
Potato,2026-02-07,17.92,Sonipat
Potato,2026-02-08,18.22,Panipat
Potato,2026-02-09,18.09,Rohtak
Potato,2026-02-10,16.88,Ambala
Potato,2026-02-11,16.48,Gurugram
Potato,2026-02-12,16.84,Chandigarh
Potato,2026-02-13,17.33,Sonipat
Potato,2026-02-14,18.0,Ludhiana
Potato,2026-02-15,16.8,Delhi
Potato,2026-02-16,16.91,Ludhiana
Potato,2026-02-17,17.56,Sonipat
Potato,2026-02-18,16.24,Gurugram
Potato,2026-02-19,17.84,Ambala
Potato,2026-02-20,17.6,Karnal
Potato,2026-02-21,16.56,Hisar
Potato,2026-02-22,17.9,Chandigarh
Potato,2026-02-23,16.86,Hisar
Potato,2026-02-24,17.56,Sonipat
Potato,2026-02-25,18.2,Ludhiana
Potato,2026-02-26,16.84,Karnal
Potato,2026-02-27,16.18,Hisar
Potato,2026-02-28,16.65,Panipat
Potato,2026-03-01,17.52,Panipat
Potato,2026-03-02,16.78,Ambala
Potato,2026-03-03,15.64,Gurugram
Potato,2026-03-04,16.99,Rohtak
Potato,2026-03-05,16.94,Ludhiana
Potato,2026-03-06,16.22,Hisar
Potato,2026-03-07,16.97,Panipat
Potato,2026-03-08,16.97,Panipat
Potato,2026-03-09,16.33,Karnal
Potato,2026-03-10,16.03,Sonipat
Potato,2026-03-11,16.54,Ludhiana
Potato,2026-03-12,17.08,Ambala
Potato,2026-03-13,16.33,Chandigarh
Potato,2026-03-14,17.4,Chandigarh
Potato,2026-03-15,17.18,Karnal
Potato,2026-03-16,17.1,Ambala
Potato,2026-03-17,17.32,Delhi
Potato,2026-03-18,16.63,Chandigarh
Potato,2026-03-19,16.98,Delhi
Potato,2026-03-20,17.41,Delhi
Potato,2026-03-21,15.71,Chandigarh
Potato,2026-03-22,17.38,Karnal
Potato,2026-03-23,16.72,Sonipat
Potato,2026-03-24,15.91,Chandigarh
Potato,2026-03-25,16.46,Karnal
Potato,2026-03-26,17.01,Ludhiana
Potato,2026-03-27,15.77,Chandigarh
Potato,2026-03-28,16.48,Rohtak
Potato,2026-03-29,16.49,Chandigarh
Potato,2026-03-30,16.42,Ambala
Potato,2026-03-31,15.71,Ludhiana
Potato,2026-04-01,16.35,Panipat
Potato,2026-04-02,16.45,Hisar
Potato,2026-04-03,15.55,Rohtak
Potato,2026-04-04,16.5,Ambala
Potato,2026-04-05,15.21,Hisar
Potato,2026-04-06,15.73,Delhi
Potato,2026-04-07,16.12,Rohtak
Potato,2026-04-08,16.88,Delhi
Potato,2026-04-09,16.98,Ludhiana
Potato,2026-04-10,15.15,Hisar
Potato,2026-04-11,15.44,Sonipat
Potato,2026-04-12,16.57,Hisar
Potato,2026-04-13,15.82,Hisar
Potato,2026-04-14,15.97,Hisar
Potato,2026-04-15,15.83,Chandigarh
Potato,2026-04-16,15.37,Gurugram
Potato,2026-04-17,15.34,Chandigarh
Potato,2026-04-18,15.88,Sonipat
Potato,2026-04-19,16.53,Karnal
Potato,2026-04-20,16.74,Rohtak
Potato,2026-04-21,17.03,Ludhiana
Potato,2026-04-22,16.44,Chandigarh
Potato,2026-04-23,15.97,Hisar
Potato,2026-04-24,16.75,Karnal
Potato,2026-04-25,16.05,Sonipat
Potato,2026-04-26,15.7,Delhi
Potato,2026-04-27,15.23,Hisar
Potato,2026-04-28,16.37,Rohtak
Potato,2026-04-29,15.65,Delhi
Potato,2026-04-30,15.39,Rohtak
Potato,2026-05-01,15.49,Rohtak
Potato,2026-05-02,15.12,Rohtak
Potato,2026-05-03,15.42,Karnal
Potato,2026-05-04,15.69,Rohtak
Potato,2026-05-05,14.94,Panipat
Potato,2026-05-06,15.13,Ambala
Potato,2026-05-07,15.29,Ambala
Potato,2026-05-08,16.15,Gurugram
Potato,2026-05-09,15.15,Sonipat
Potato,2026-05-10,16.57,Chandigarh
Potato,2026-05-11,15.14,Panipat
Potato,2026-05-12,15.25,Chandigarh
Potato,2026-05-13,16.52,Sonipat
Potato,2026-05-14,15.92,Hisar
Potato,2026-05-15,15.8,Rohtak
Potato,2026-05-16,16.59,Hisar
Potato,2026-05-17,16.25,Gurugram
Potato,2026-05-18,16.09,Hisar
Potato,2026-05-19,15.06,Hisar
Potato,2026-05-20,15.13,Chandigarh
Potato,2026-05-21,15.69,Karnal
Potato,2026-05-22,15.37,Sonipat
Potato,2026-05-23,16.33,Rohtak
Potato,2026-05-24,15.88,Hisar
Potato,2026-05-25,15.88,Sonipat
Potato,2026-05-26,15.57,Panipat
Potato,2026-05-27,15.22,Delhi
Potato,2026-05-28,16.59,Gurugram
Potato,2026-05-29,15.03,Karnal
Potato,2026-05-30,14.96,Hisar
Potato,2026-05-31,16.15,Ambala
Potato,2026-06-01,14.4,Delhi
Potato,2026-06-02,14.68,Ambala
Potato,2026-06-03,15.66,Chandigarh
Potato,2026-06-04,14.74,Karnal
Potato,2026-06-05,15.95,Gurugram
Potato,2026-06-06,14.91,Rohtak
Potato,2026-06-07,14.75,Karnal
Potato,2026-06-08,16.14,Delhi
Potato,2026-06-09,15.75,Ludhiana
Potato,2026-06-10,16.06,Ambala
Potato,2026-06-11,15.68,Hisar
Potato,2026-06-12,16.08,Chandigarh
Potato,2026-06-13,15.0,Panipat
Potato,2026-06-14,15.11,Chandigarh
Potato,2026-06-15,15.61,Panipat
Potato,2026-06-16,14.9,Chandigarh
Potato,2026-06-17,16.05,Ludhiana
Potato,2026-06-18,14.61,Ludhiana
Potato,2026-06-19,15.84,Gurugram
Potato,2026-06-20,16.13,Gurugram
Potato,2026-06-21,15.03,Rohtak
Potato,2026-06-22,15.49,Karnal
Potato,2026-06-23,15.83,Rohtak
Potato,2026-06-24,14.95,Ambala
Potato,2026-06-25,15.54,Hisar
Potato,2026-06-26,15.02,Karnal
Potato,2026-06-27,15.09,Hisar
Potato,2026-06-28,15.54,Karnal
Potato,2026-06-29,15.41,Gurugram
Potato,2026-06-30,14.97,Ludhiana
Potato,2026-07-01,15.66,Ludhiana
Potato,2026-07-02,14.76,Gurugram
Potato,2026-07-03,14.25,Chandigarh
Potato,2026-07-04,14.82,Chandigarh
Potato,2026-07-05,15.72,Rohtak
Potato,2026-07-06,14.89,Delhi
Potato,2026-07-07,15.64,Rohtak
Potato,2026-07-08,15.32,Hisar
Potato,2026-07-09,14.21,Karnal
Potato,2026-07-10,14.09,Sonipat
Potato,2026-07-11,13.98,Chandigarh
Potato,2026-07-12,14.78,Rohtak
Potato,2026-07-13,15.07,Ambala
Potato,2026-07-14,15.6,Ludhiana
Potato,2026-07-15,14.0,Chandigarh
Potato,2026-07-16,14.96,Rohtak
Potato,2026-07-17,14.01,Panipat
Potato,2026-07-18,14.94,Panipat
Potato,2026-07-19,14.01,Hisar
Potato,2026-07-20,15.42,Sonipat
Potato,2026-07-21,14.17,Delhi
Potato,2026-07-22,14.92,Karnal
Potato,2026-07-23,14.32,Chandigarh
Potato,2026-07-24,14.43,Gurugram
Potato,2026-07-25,14.46,Hisar
Potato,2026-07-26,14.12,Hisar
Potato,2026-07-27,14.8,Karnal
Potato,2026-07-28,15.75,Karnal
Potato,2026-07-29,14.52,Delhi
Potato,2026-07-30,15.15,Rohtak
Potato,2026-07-31,14.15,Hisar
Potato,2026-08-01,14.06,Ludhiana
Potato,2026-08-02,13.51,Rohtak
Potato,2026-08-03,14.62,Delhi
Potato,2026-08-04,14.27,Hisar
Potato,2026-08-05,14.52,Gurugram
Potato,2026-08-06,14.38,Delhi
Potato,2026-08-07,14.94,Rohtak
Potato,2026-08-08,13.8,Ambala
Potato,2026-08-09,14.22,Rohtak
Potato,2026-08-10,14.98,Panipat
Potato,2026-08-11,14.94,Ambala
Potato,2026-08-12,14.52,Sonipat
Potato,2026-08-13,14.98,Gurugram
Potato,2026-08-14,13.42,Karnal
Potato,2026-08-15,14.39,Hisar
Potato,2026-08-16,14.97,Panipat
Potato,2026-08-17,13.66,Karnal
Potato,2026-08-18,14.34,Hisar
Potato,2026-08-19,14.53,Chandigarh
Potato,2026-08-20,13.93,Sonipat
Potato,2026-08-21,14.71,Delhi
Potato,2026-08-22,14.21,Gurugram
Potato,2026-08-23,13.44,Hisar
Potato,2026-08-24,13.74,Delhi
Potato,2026-08-25,13.92,Ambala
Potato,2026-08-26,14.97,Hisar
Potato,2026-08-27,14.98,Gurugram
Potato,2026-08-28,13.38,Panipat
Potato,2026-08-29,14.66,Ludhiana
Potato,2026-08-30,14.15,Gurugram
Potato,2026-08-31,14.25,Hisar
Potato,2026-09-01,14.63,Ambala
Potato,2026-09-02,15.03,Delhi
Potato,2026-09-03,15.22,Panipat
Potato,2026-09-04,15.26,Delhi
Potato,2026-09-05,13.98,Sonipat
Potato,2026-09-06,14.5,Sonipat
Potato,2026-09-07,15.13,Gurugram
Potato,2026-09-08,14.46,Delhi
Potato,2026-09-09,13.82,Panipat
Potato,2026-09-10,14.59,Panipat
Potato,2026-09-11,13.98,Delhi
Potato,2026-09-12,14.13,Ludhiana
Onion,2025-09-13,21.29,Chandigarh
Onion,2025-09-14,20.55,Rohtak
Onion,2025-09-15,18.95,Chandigarh
Onion,2025-09-16,18.98,Ambala
Onion,2025-09-17,22.48,Hisar
Onion,2025-09-18,18.59,Hisar
Onion,2025-09-19,20.5,Delhi
Onion,2025-09-20,22.21,Chandigarh
Onion,2025-09-21,23.13,Karnal
Onion,2025-09-22,21.46,Sonipat
Onion,2025-09-23,22.04,Sonipat
Onion,2025-09-24,19.28,Panipat
Onion,2025-09-25,19.95,Sonipat
Onion,2025-09-26,18.92,Hisar
Onion,2025-09-27,20.01,Panipat
Onion,2025-09-28,21.07,Delhi
Onion,2025-09-29,20.46,Karnal
Onion,2025-09-30,22.3,Ludhiana
Onion,2025-10-01,22.43,Karnal
Onion,2025-10-02,21.73,Sonipat
Onion,2025-10-03,20.93,Hisar
Onion,2025-10-04,21.08,Ambala
Onion,2025-10-05,21.34,Gurugram
Onion,2025-10-06,21.67,Hisar
Onion,2025-10-07,23.66,Ambala
Onion,2025-10-08,20.08,Gurugram
Onion,2025-10-09,22.56,Karnal
Onion,2025-10-10,21.91,Sonipat
Onion,2025-10-11,24.49,Gurugram
Onion,2025-10-12,20.94,Ludhiana
Onion,2025-10-13,24.52,Karnal
Onion,2025-10-14,21.13,Panipat
Onion,2025-10-15,23.74,Hisar
Onion,2025-10-16,21.35,Ambala
Onion,2025-10-17,20.49,Chandigarh
Onion,2025-10-18,20.39,Chandigarh
Onion,2025-10-19,19.58,Ludhiana
Onion,2025-10-20,24.45,Karnal
Onion,2025-10-21,21.78,Panipat
Onion,2025-10-22,23.87,Delhi
Onion,2025-10-23,23.81,Hisar
Onion,2025-10-24,23.04,Sonipat
Onion,2025-10-25,22.84,Karnal
Onion,2025-10-26,20.82,Sonipat
Onion,2025-10-27,23.28,Hisar
Onion,2025-10-28,19.88,Ambala
Onion,2025-10-29,22.04,Hisar
Onion,2025-10-30,22.33,Hisar
Onion,2025-10-31,22.39,Gurugram
Onion,2025-11-01,24.03,Chandigarh
Onion,2025-11-02,23.44,Delhi
Onion,2025-11-03,20.78,Karnal
Onion,2025-11-04,23.8,Gurugram
Onion,2025-11-05,21.1,Ambala
Onion,2025-11-06,20.43,Hisar
Onion,2025-11-07,25.51,Gurugram
Onion,2025-11-08,25.51,Hisar
Onion,2025-11-09,20.78,Delhi
Onion,2025-11-10,21.62,Chandigarh
Onion,2025-11-11,24.31,Chandigarh
Onion,2025-11-12,23.39,Ambala
Onion,2025-11-13,21.41,Gurugram
Onion,2025-11-14,22.35,Ambala
Onion,2025-11-15,24.0,Sonipat
Onion,2025-11-16,22.1,Rohtak
Onion,2025-11-17,22.85,Panipat
Onion,2025-11-18,22.49,Delhi
Onion,2025-11-19,20.83,Sonipat
Onion,2025-11-20,22.11,Gurugram
Onion,2025-11-21,22.7,Karnal
Onion,2025-11-22,23.06,Gurugram
Onion,2025-11-23,22.81,Ludhiana
Onion,2025-11-24,24.16,Ludhiana
Onion,2025-11-25,21.94,Panipat
Onion,2025-11-26,20.43,Delhi
Onion,2025-11-27,20.3,Gurugram
Onion,2025-11-28,23.74,Sonipat
Onion,2025-11-29,25.29,Karnal
Onion,2025-11-30,23.01,Chandigarh
Onion,2025-12-01,20.34,Chandigarh
Onion,2025-12-02,21.75,Ludhiana
Onion,2025-12-03,20.72,Hisar
Onion,2025-12-04,22.83,Sonipat
Onion,2025-12-05,22.88,Hisar
Onion,2025-12-06,21.57,Ambala
Onion,2025-12-07,24.15,Ludhiana
Onion,2025-12-08,22.6,Hisar
Onion,2025-12-09,19.48,Karnal
Onion,2025-12-10,20.54,Delhi
Onion,2025-12-11,22.51,Chandigarh
Onion,2025-12-12,20.43,Gurugram
Onion,2025-12-13,20.48,Delhi
Onion,2025-12-14,20.82,Ludhiana
Onion,2025-12-15,22.21,Gurugram
Onion,2025-12-16,22.57,Ambala
Onion,2025-12-17,21.48,Delhi
Onion,2025-12-18,21.24,Ludhiana
Onion,2025-12-19,22.66,Panipat
Onion,2025-12-20,24.24,Ambala
Onion,2025-12-21,19.82,Sonipat
Onion,2025-12-22,21.02,Karnal
Onion,2025-12-23,20.97,Sonipat
Onion,2025-12-24,21.32,Sonipat
Onion,2025-12-25,22.04,Hisar
Onion,2025-12-26,22.48,Ambala
Onion,2025-12-27,21.35,Sonipat
Onion,2025-12-28,21.89,Chandigarh
Onion,2025-12-29,22.96,Sonipat
Onion,2025-12-30,22.23,Ludhiana
Onion,2025-12-31,20.81,Sonipat
Onion,2026-01-01,20.22,Ludhiana
Onion,2026-01-02,21.76,Gurugram
Onion,2026-01-03,23.43,Ludhiana
Onion,2026-01-04,19.29,Hisar
Onion,2026-01-05,23.47,Chandigarh
Onion,2026-01-06,21.89,Hisar
Onion,2026-01-07,22.04,Hisar
Onion,2026-01-08,22.15,Ludhiana
Onion,2026-01-09,21.02,Delhi
Onion,2026-01-10,21.4,Karnal
Onion,2026-01-11,20.01,Panipat
Onion,2026-01-12,19.66,Panipat
Onion,2026-01-13,19.36,Ludhiana
Onion,2026-01-14,21.36,Ludhiana
Onion,2026-01-15,21.27,Delhi
Onion,2026-01-16,21.37,Panipat
Onion,2026-01-17,22.38,Gurugram
Onion,2026-01-18,21.2,Rohtak
Onion,2026-01-19,22.28,Ludhiana
Onion,2026-01-20,21.2,Hisar
Onion,2026-01-21,18.96,Karnal
Onion,2026-01-22,19.93,Rohtak
Onion,2026-01-23,20.68,Gurugram
Onion,2026-01-24,22.74,Delhi
Onion,2026-01-25,20.61,Delhi
Onion,2026-01-26,22.29,Karnal
Onion,2026-01-27,19.44,Ambala
Onion,2026-01-28,21.83,Ambala
Onion,2026-01-29,21.54,Sonipat
Onion,2026-01-30,21.44,Karnal
Onion,2026-01-31,22.42,Rohtak
Onion,2026-02-01,20.44,Chandigarh
Onion,2026-02-02,19.03,Chandigarh
Onion,2026-02-03,18.48,Panipat
Onion,2026-02-04,19.06,Panipat
Onion,2026-02-05,22.24,Chandigarh
Onion,2026-02-06,22.39,Delhi
Onion,2026-02-07,18.29,Hisar
Onion,2026-02-08,22.05,Panipat
Onion,2026-02-09,21.79,Sonipat
Onion,2026-02-10,20.99,Sonipat
Onion,2026-02-11,18.81,Gurugram
Onion,2026-02-12,21.58,Hisar
Onion,2026-02-13,19.94,Ambala
Onion,2026-02-14,20.62,Hisar
Onion,2026-02-15,19.38,Delhi
Onion,2026-02-16,20.61,Delhi
Onion,2026-02-17,19.5,Panipat
Onion,2026-02-18,20.89,Gurugram
Onion,2026-02-19,19.73,Ludhiana
Onion,2026-02-20,19.12,Rohtak
Onion,2026-02-21,21.7,Delhi
Onion,2026-02-22,21.04,Ludhiana
Onion,2026-02-23,20.57,Gurugram
Onion,2026-02-24,21.59,Chandigarh
Onion,2026-02-25,19.42,Hisar
Onion,2026-02-26,21.46,Ludhiana
Onion,2026-02-27,18.8,Panipat
Onion,2026-02-28,19.12,Ambala
Onion,2026-03-01,17.46,Ludhiana
Onion,2026-03-02,20.48,Rohtak
Onion,2026-03-03,17.06,Ludhiana
Onion,2026-03-04,16.92,Sonipat
Onion,2026-03-05,18.87,Rohtak
Onion,2026-03-06,21.39,Hisar
Onion,2026-03-07,17.77,Sonipat
Onion,2026-03-08,20.88,Panipat
Onion,2026-03-09,17.56,Panipat
Onion,2026-03-10,17.26,Gurugram
Onion,2026-03-11,17.98,Gurugram
Onion,2026-03-12,19.87,Sonipat
Onion,2026-03-13,17.06,Panipat
Onion,2026-03-14,20.15,Karnal
Onion,2026-03-15,18.79,Delhi
Onion,2026-03-16,20.05,Rohtak
Onion,2026-03-17,17.8,Delhi
Onion,2026-03-18,17.43,Karnal
Onion,2026-03-19,19.2,Ludhiana
Onion,2026-03-20,16.86,Gurugram
Onion,2026-03-21,20.56,Hisar
Onion,2026-03-22,20.0,Ludhiana
Onion,2026-03-23,17.14,Hisar
Onion,2026-03-24,17.23,Delhi
Onion,2026-03-25,17.29,Gurugram
Onion,2026-03-26,20.86,Sonipat
Onion,2026-03-27,18.58,Sonipat
Onion,2026-03-28,19.77,Sonipat
Onion,2026-03-29,17.14,Ambala
Onion,2026-03-30,16.87,Sonipat
Onion,2026-03-31,18.85,Karnal
Onion,2026-04-01,18.96,Sonipat
Onion,2026-04-02,20.25,Ambala
Onion,2026-04-03,19.22,Karnal
Onion,2026-04-04,16.57,Delhi
Onion,2026-04-05,16.81,Delhi
Onion,2026-04-06,18.8,Hisar
Onion,2026-04-07,17.75,Hisar
Onion,2026-04-08,17.59,Sonipat
Onion,2026-04-09,17.3,Delhi
Onion,2026-04-10,17.31,Ambala
Onion,2026-04-11,18.87,Ambala
Onion,2026-04-12,17.48,Rohtak
Onion,2026-04-13,19.98,Panipat
Onion,2026-04-14,17.14,Ambala
Onion,2026-04-15,18.49,Hisar
Onion,2026-04-16,17.55,Rohtak
Onion,2026-04-17,19.72,Karnal
Onion,2026-04-18,18.44,Delhi
Onion,2026-04-19,17.32,Ambala
