id,crop,date,region,quantity_kg
644,Wheat,2026-05-07,Ambala,200
645,Wheat,2026-05-08,Hisar,200
646,Wheat,2026-05-08,Ludhiana,100
647,Wheat,2026-05-08,Sonipat,100
648,Wheat,2026-05-09,Karnal,50
649,Wheat,2026-05-09,Hisar,50
650,Wheat,2026-05-09,Panipat,200
651,Wheat,2026-05-10,Karnal,100
652,Wheat,2026-05-10,Delhi,100
653,Wheat,2026-05-10,Ludhiana,300
654,Wheat,2026-05-11,Ludhiana,150
655,Wheat,2026-05-11,Ludhiana,100
656,Wheat,2026-05-11,Hisar,200
657,Wheat,2026-05-11,Rohtak,300
658,Wheat,2026-05-12,Gurugram,200
659,Wheat,2026-05-12,Ambala,300
660,Wheat,2026-05-12,Ambala,300
661,Wheat,2026-05-13,Chandigarh,50
662,Wheat,2026-05-13,Chandigarh,50
663,Wheat,2026-05-14,Rohtak,100
664,Wheat,2026-05-15,Chandigarh,300
665,Wheat,2026-05-15,Hisar,50
666,Wheat,2026-05-15,Chandigarh,200
667,Wheat,2026-05-15,Chandigarh,50
668,Wheat,2026-05-16,Panipat,150
669,Wheat,2026-05-16,Ludhiana,100
670,Wheat,2026-05-16,Hisar,150
671,Wheat,2026-05-16,Ambala,50
672,Wheat,2026-05-17,Chandigarh,100
673,Wheat,2026-05-17,Ludhiana,200
674,Wheat,2026-05-17,Delhi,300
675,Wheat,2026-05-17,Delhi,100
676,Wheat,2026-05-18,Chandigarh,100
677,Wheat,2026-05-18,Hisar,200
678,Wheat,2026-05-18,Gurugram,200
679,Wheat,2026-05-19,Rohtak,100
680,Wheat,2026-05-20,Karnal,200
681,Wheat,2026-05-21,Delhi,150
682,Wheat,2026-05-21,Gurugram,100
683,Wheat,2026-05-21,Delhi,50
684,Wheat,2026-05-22,Gurugram,50
685,Wheat,2026-05-22,Chandigarh,200
686,Wheat,2026-05-22,Chandigarh,300
687,Wheat,2026-05-22,Sonipat,200
688,Wheat,2026-05-22,Chandigarh,200
689,Wheat,2026-05-23,Rohtak,100
690,Wheat,2026-05-23,Gurugram,300
691,Wheat,2026-05-23,Sonipat,100
692,Wheat,2026-05-23,Sonipat,100
693,Wheat,2026-05-24,Panipat,150
694,Wheat,2026-05-24,Ludhiana,150
695,Wheat,2026-05-24,Sonipat,50
696,Wheat,2026-05-25,Sonipat,100
697,Wheat,2026-05-25,Rohtak,300
698,Wheat,2026-05-25,Panipat,50
699,Wheat,2026-05-26,Chandigarh,50
700,Wheat,2026-05-27,Ambala,200
701,Wheat,2026-05-27,Karnal,100
702,Wheat,2026-05-27,Ambala,200
703,Wheat,2026-05-28,Ambala,300
704,Wheat,2026-05-28,Rohtak,100
705,Wheat,2026-05-29,Chandigarh,150
706,Wheat,2026-05-29,Ambala,300
707,Wheat,2026-05-29,Karnal,50
708,Wheat,2026-05-29,Sonipat,100
709,Wheat,2026-05-30,Sonipat,50
710,Wheat,2026-05-30,Ambala,300
711,Wheat,2026-05-30,Panipat,150
712,Wheat,2026-05-30,Delhi,50
713,Wheat,2026-05-30,Delhi,200
714,Wheat,2026-05-31,Sonipat,100
715,Wheat,2026-05-31,Panipat,300
716,Wheat,2026-05-31,Ambala,300
717,Wheat,2026-06-01,Ludhiana,300
718,Wheat,2026-06-01,Gurugram,50
719,Wheat,2026-06-01,Delhi,150
720,Wheat,2026-06-02,Gurugram,150
721,Wheat,2026-06-02,Hisar,50
722,Wheat,2026-06-03,Delhi,150
723,Wheat,2026-06-03,Ludhiana,100
724,Wheat,2026-06-03,Delhi,150
725,Wheat,2026-06-04,Gurugram,300
726,Wheat,2026-06-05,Karnal,300
727,Wheat,2026-06-05,Rohtak,50
728,Wheat,2026-06-05,Ambala,300
729,Wheat,2026-06-06,Delhi,200
730,Wheat,2026-06-06,Ambala,150
731,Wheat,2026-06-06,Hisar,300
732,Wheat,2026-06-06,Gurugram,150
733,Wheat,2026-06-08,Gurugram,100
734,Wheat,2026-06-08,Ambala,300
735,Wheat,2026-06-09,Ludhiana,200
736,Wheat,2026-06-10,Sonipat,300
737,Wheat,2026-06-10,Karnal,150
738,Wheat,2026-06-10,Karnal,50
739,Wheat,2026-06-11,Delhi,100
740,Wheat,2026-06-11,Ambala,200
741,Wheat,2026-06-11,Hisar,50
742,Wheat,2026-06-12,Gurugram,150
743,Wheat,2026-06-12,Chandigarh,100
744,Wheat,2026-06-12,Rohtak,100
745,Wheat,2026-06-12,Panipat,150
746,Wheat,2026-06-13,Chandigarh,300
747,Wheat,2026-06-13,Gurugram,50
748,Wheat,2026-06-13,Delhi,150
749,Wheat,2026-06-13,Gurugram,200
750,Wheat,2026-06-14,Ambala,300
751,Wheat,2026-06-14,Rohtak,100
752,Wheat,2026-06-15,Ludhiana,200
753,Wheat,2026-06-15,Rohtak,100
754,Wheat,2026-06-15,Ludhiana,100
755,Wheat,2026-06-16,Ludhiana,300
756,Wheat,2026-06-16,Gurugram,200
757,Wheat,2026-06-16,Hisar,50
758,Wheat,2026-06-16,Chandigarh,150
759,Wheat,2026-06-17,Chandigarh,300
760,Wheat,2026-06-18,Rohtak,100
761,Wheat,2026-06-18,Ambala,150
762,Wheat,2026-06-19,Gurugram,50
763,Wheat,2026-06-19,Sonipat,150
764,Wheat,2026-06-19,Rohtak,150
765,Wheat,2026-06-19,Hisar,300
766,Wheat,2026-06-20,Sonipat,300
767,Wheat,2026-06-21,Delhi,150
768,Wheat,2026-06-21,Gurugram,50
769,Wheat,2026-06-22,Panipat,200
770,Wheat,2026-06-22,Delhi,200
771,Wheat,2026-06-23,Panipat,100
772,Wheat,2026-06-23,Chandigarh,150
773,Wheat,2026-06-23,Sonipat,50
774,Wheat,2026-06-24,Gurugram,50
775,Wheat,2026-06-24,Karnal,50
776,Wheat,2026-06-25,Ludhiana,300
777,Wheat,2026-06-25,Sonipat,100
778,Wheat,2026-06-26,Gurugram,200
779,Wheat,2026-06-26,Chandigarh,150
780,Wheat,2026-06-26,Gurugram,100
781,Wheat,2026-06-26,Delhi,300
782,Wheat,2026-06-27,Rohtak,200
783,Wheat,2026-06-27,Hisar,300
784,Wheat,2026-06-27,Delhi,50
785,Wheat,2026-06-28,Panipat,50
786,Wheat,2026-06-28,Ambala,50
787,Wheat,2026-06-29,Delhi,300
788,Wheat,2026-06-29,Panipat,50
789,Wheat,2026-06-30,Ambala,150
790,Wheat,2026-06-30,Karnal,150
791,Wheat,2026-06-30,Karnal,100
792,Wheat,2026-06-30,Panipat,150
793,Wheat,2026-07-01,Delhi,150
794,Wheat,2026-07-02,Sonipat,100
795,Wheat,2026-07-02,Panipat,50
796,Wheat,2026-07-03,Chandigarh,50
797,Wheat,2026-07-03,Karnal,300
798,Wheat,2026-07-03,Gurugram,300
799,Wheat,2026-07-03,Gurugram,150
800,Wheat,2026-07-03,Sonipat,150
801,Wheat,2026-07-04,Ambala,100
802,Wheat,2026-07-04,Sonipat,50
803,Wheat,2026-07-04,Panipat,300
804,Wheat,2026-07-05,Rohtak,100
805,Wheat,2026-07-05,Rohtak,200
806,Wheat,2026-07-05,Rohtak,50
807,Wheat,2026-07-06,Hisar,50
808,Wheat,2026-07-06,Delhi,200
809,Wheat,2026-07-07,Ambala,200
810,Wheat,2026-07-08,Ambala,150
811,Wheat,2026-07-08,Panipat,150
812,Wheat,2026-07-08,Karnal,300
813,Wheat,2026-07-09,Ludhiana,300
814,Wheat,2026-07-09,Sonipat,50
815,Wheat,2026-07-09,Ludhiana,50
816,Wheat,2026-07-09,Ludhiana,150
817,Wheat,2026-07-10,Ludhiana,200
818,Wheat,2026-07-10,Karnal,100
819,Wheat,2026-07-10,Sonipat,300
820,Wheat,2026-07-10,Panipat,150
821,Wheat,2026-07-11,Gurugram,150
822,Wheat,2026-07-11,Ludhiana,200
823,Wheat,2026-07-12,Rohtak,50
824,Wheat,2026-07-12,Ludhiana,50
825,Wheat,2026-07-12,Gurugram,200
826,Wheat,2026-07-13,Gurugram,300
827,Wheat,2026-07-13,Ambala,100
828,Wheat,2026-07-14,Chandigarh,50
829,Wheat,2026-07-14,Hisar,50
830,Wheat,2026-07-14,Gurugram,300
831,Wheat,2026-07-15,Chandigarh,200
832,Wheat,2026-07-16,Hisar,300
833,Wheat,2026-07-17,Chandigarh,100
834,Wheat,2026-07-17,Ludhiana,200
835,Wheat,2026-07-18,Delhi,150
836,Wheat,2026-07-18,Karnal,300
837,Wheat,2026-07-18,Hisar,200
838,Wheat,2026-07-18,Ambala,150
839,Wheat,2026-07-19,Delhi,300
840,Wheat,2026-07-19,Ludhiana,50
841,Wheat,2026-07-20,Ambala,300
842,Wheat,2026-07-20,Ludhiana,150
843,Wheat,2026-07-21,Sonipat,150
844,Wheat,2026-07-22,Hisar,50
845,Wheat,2026-07-22,Ambala,50
846,Wheat,2026-07-23,Hisar,150
847,Wheat,2026-07-23,Ludhiana,50
848,Wheat,2026-07-24,Delhi,100
849,Wheat,2026-07-24,Sonipat,300
850,Wheat,2026-07-25,Rohtak,100
851,Wheat,2026-07-25,Sonipat,200
852,Wheat,2026-07-25,Chandigarh,150
853,Wheat,2026-07-25,Hisar,300
854,Wheat,2026-07-26,Ambala,200
855,Wheat,2026-07-26,Karnal,100
856,Wheat,2026-07-27,Ambala,150
857,Wheat,2026-07-27,Hisar,150
858,Wheat,2026-07-28,Delhi,300
859,Wheat,2026-07-28,Rohtak,300
860,Wheat,2026-07-29,Sonipat,150
861,Wheat,2026-07-29,Rohtak,150
862,Wheat,2026-07-29,Chandigarh,50
863,Wheat,2026-07-29,Rohtak,300
864,Wheat,2026-07-30,Gurugram,50
865,Wheat,2026-07-30,Panipat,50
866,Wheat,2026-07-31,Hisar,150
867,Wheat,2026-07-31,Hisar,200
868,Wheat,2026-07-31,Hisar,200
869,Wheat,2026-08-01,Chandigarh,100
870,Wheat,2026-08-01,Sonipat,200
871,Wheat,2026-08-01,Sonipat,100
872,Wheat,2026-08-01,Chandigarh,200
873,Wheat,2026-08-01,Gurugram,200
874,Wheat,2026-08-02,Sonipat,100
875,Wheat,2026-08-02,Rohtak,50
876,Wheat,2026-08-02,Rohtak,100
877,Wheat,2026-08-02,Ludhiana,200
878,Wheat,2026-08-03,Sonipat,50
879,Wheat,2026-08-03,Sonipat,200
880,Wheat,2026-08-03,Ludhiana,300
881,Wheat,2026-08-03,Hisar,300
882,Wheat,2026-08-03,Sonipat,200
883,Wheat,2026-08-04,Ludhiana,200
884,Wheat,2026-08-05,Gurugram,100
885,Wheat,2026-08-05,Sonipat,200
886,Wheat,2026-08-06,Karnal,300
887,Wheat,2026-08-07,Panipat,200
888,Wheat,2026-08-07,Chandigarh,300
889,Wheat,2026-08-08,Ambala,200
890,Wheat,2026-08-09,Gurugram,50
891,Wheat,2026-08-09,Ambala,200
892,Wheat,2026-08-09,Delhi,100
893,Wheat,2026-08-09,Chandigarh,150
894,Wheat,2026-08-10,Ambala,50
895,Wheat,2026-08-10,Karnal,200
896,Wheat,2026-08-11,Delhi,300
897,Wheat,2026-08-11,Ambala,150
898,Wheat,2026-08-12,Chandigarh,50
899,Wheat,2026-08-13,Ludhiana,200
900,Wheat,2026-08-14,Gurugram,200
901,Wheat,2026-08-14,Gurugram,150
902,Wheat,2026-08-15,Panipat,100
903,Wheat,2026-08-15,Rohtak,300
904,Wheat,2026-08-15,Panipat,300
905,Wheat,2026-08-16,Ambala,100
906,Wheat,2026-08-16,Ambala,50
907,Wheat,2026-08-17,Panipat,300
908,Wheat,2026-08-17,Rohtak,150
909,Wheat,2026-08-17,Ludhiana,50
910,Wheat,2026-08-17,Sonipat,300
911,Wheat,2026-08-18,Panipat,100
912,Wheat,2026-08-18,Ambala,150
913,Wheat,2026-08-18,Panipat,150
914,Wheat,2026-08-18,Rohtak,50
915,Wheat,2026-08-19,Ambala,100
916,Wheat,2026-08-19,Ambala,100
917,Wheat,2026-08-19,Ludhiana,150
918,Wheat,2026-08-20,Karnal,200
919,Wheat,2026-08-20,Sonipat,300
920,Wheat,2026-08-20,Rohtak,150
921,Wheat,2026-08-21,Delhi,100
922,Wheat,2026-08-21,Ambala,100
923,Wheat,2026-08-22,Hisar,200
924,Wheat,2026-08-22,Karnal,200
925,Wheat,2026-08-22,Sonipat,100
926,Wheat,2026-08-22,Ambala,150
927,Wheat,2026-08-23,Rohtak,150
928,Wheat,2026-08-24,Sonipat,200
929,Wheat,2026-08-24,Hisar,200
930,Wheat,2026-08-25,Panipat,200
931,Wheat,2026-08-25,Chandigarh,100
932,Wheat,2026-08-26,Ludhiana,150
933,Wheat,2026-08-27,Sonipat,300
934,Wheat,2026-08-27,Hisar,50
935,Wheat,2026-08-27,Panipat,200
936,Wheat,2026-08-28,Chandigarh,50
937,Wheat,2026-08-28,Delhi,300
938,Wheat,2026-08-29,Gurugram,200
939,Wheat,2026-08-29,Ambala,150
940,Wheat,2026-08-29,Gurugram,150
941,Wheat,2026-08-29,Panipat,50
942,Wheat,2026-08-30,Ludhiana,100
943,Wheat,2026-08-30,Ambala,100
944,Wheat,2026-08-31,Chandigarh,150
945,Wheat,2026-08-31,Sonipat,150
946,Wheat,2026-08-31,Chandigarh,50
947,Wheat,2026-08-31,Rohtak,50
948,Wheat,2026-09-01,Delhi,200
949,Wheat,2026-09-01,Gurugram,100
950,Wheat,2026-09-01,Panipat,150
951,Wheat,2026-09-02,Karnal,50
952,Wheat,2026-09-02,Rohtak,300
953,Wheat,2026-09-03,Karnal,300
954,Wheat,2026-09-03,Delhi,50
955,Wheat,2026-09-03,Delhi,300
956,Wheat,2026-09-03,Sonipat,200
957,Wheat,2026-09-04,Ambala,100
958,Wheat,2026-09-04,Delhi,100
959,Wheat,2026-09-04,Panipat,150
960,Wheat,2026-09-04,Ludhiana,50
961,Wheat,2026-09-05,Panipat,200
962,Wheat,2026-09-07,Gurugram,150
963,Wheat,2026-09-07,Sonipat,50
964,Wheat,2026-09-08,Panipat,50
965,Wheat,2026-09-09,Rohtak,150
966,Wheat,2026-09-09,Panipat,100
967,Wheat,2026-09-10,Ludhiana,50
968,Wheat,2026-09-10,Ludhiana,100
969,Wheat,2026-09-10,Ambala,200
970,Wheat,2026-09-11,Sonipat,300
971,Wheat,2026-09-11,Hisar,100
972,Wheat,2026-09-11,Ambala,50
973,Wheat,2026-09-12,Ludhiana,150
974,Wheat,2026-09-12,Delhi,50
975,Wheat,2026-09-12,Delhi,50
976,Wheat,2026-09-12,Ambala,150
977,Potato,2026-03-17,Ludhiana,100
978,Potato,2026-03-17,Rohtak,50
979,Potato,2026-03-17,Hisar,150
980,Potato,2026-03-18,Sonipat,150
981,Potato,2026-03-18,Hisar,300
982,Potato,2026-03-18,Rohtak,300
983,Potato,2026-03-19,Ludhiana,200
984,Potato,2026-03-19,Hisar,50
985,Potato,2026-03-20,Chandigarh,100
986,Potato,2026-03-20,Rohtak,200
987,Potato,2026-03-21,Ludhiana,50
988,Potato,2026-03-21,Ambala,300
989,Potato,2026-03-21,Gurugram,150
990,Potato,2026-03-21,Panipat,200
991,Potato,2026-03-21,Rohtak,50
992,Potato,2026-03-22,Gurugram,300
993,Potato,2026-03-22,Gurugram,50
994,Potato,2026-03-23,Panipat,100
995,Potato,2026-03-23,Sonipat,300
996,Potato,2026-03-23,Rohtak,200
997,Potato,2026-03-23,Karnal,150
998,Potato,2026-03-24,Hisar,50
999,Potato,2026-03-25,Delhi,200
1000,Potato,2026-03-25,Karnal,100
1001,Potato,2026-03-26,Rohtak,100
1002,Potato,2026-03-26,Rohtak,300
1003,Potato,2026-03-27,Chandigarh,150
1004,Potato,2026-03-27,Ludhiana,300
1005,Potato,2026-03-27,Ludhiana,50
1006,Potato,2026-03-27,Rohtak,150
1007,Potato,2026-03-28,Rohtak,150
1008,Potato,2026-03-28,Rohtak,200
1009,Potato,2026-03-28,Delhi,100
1010,Potato,2026-03-28,Chandigarh,200
1011,Potato,2026-03-28,Chandigarh,100
1012,Potato,2026-03-29,Delhi,50
1013,Potato,2026-03-29,Sonipat,200
1014,Potato,2026-03-29,Rohtak,200
1015,Potato,2026-03-30,Ambala,50
1016,Potato,2026-03-30,Karnal,100
1017,Potato,2026-03-31,Panipat,50
1018,Potato,2026-03-31,Ludhiana,300
1019,Potato,2026-03-31,Sonipat,300
1020,Potato,2026-03-31,Delhi,50
1021,Potato,2026-04-01,Delhi,200
1022,Potato,2026-04-01,Ambala,300
1023,Potato,2026-04-01,Karnal,50
1024,Potato,2026-04-02,Hisar,150
1025,Potato,2026-04-02,Delhi,300
1026,Potato,2026-04-02,Chandigarh,100
1027,Potato,2026-04-03,Gurugram,100
1028,Potato,2026-04-03,Rohtak,300
1029,Potato,2026-04-04,Panipat,100
1030,Potato,2026-04-04,Hisar,100
1031,Potato,2026-04-04,Gurugram,300
1032,Potato,2026-04-04,Sonipat,200
1033,Potato,2026-04-05,Karnal,300
1034,Potato,2026-04-05,Rohtak,100
1035,Potato,2026-04-05,Delhi,300
1036,Potato,2026-04-06,Ludhiana,50
1037,Potato,2026-04-06,Rohtak,50
1038,Potato,2026-04-07,Sonipat,50
1039,Potato,2026-04-07,Ambala,150
1040,Potato,2026-04-07,Hisar,200
1041,Potato,2026-04-08,Panipat,300
1042,Potato,2026-04-08,Ludhiana,200
1043,Potato,2026-04-09,Karnal,100
1044,Potato,2026-04-09,Ambala,50
1045,Potato,2026-04-10,Ambala,50
1046,Potato,2026-04-10,Panipat,150
1047,Potato,2026-04-11,Hisar,50
1048,Potato,2026-04-11,Chandigarh,100
1049,Potato,2026-04-11,Karnal,50
1050,Potato,2026-04-12,Ambala,150
1051,Potato,2026-04-12,Chandigarh,300
1052,Potato,2026-04-12,Karnal,200
1053,Potato,2026-04-12,Karnal,150
1054,Potato,2026-04-12,Rohtak,100
1055,Potato,2026-04-13,Delhi,100
1056,Potato,2026-04-13,Ludhiana,200
1057,Potato,2026-04-14,Rohtak,50
1058,Potato,2026-04-14,Gurugram,150
1059,Potato,2026-04-14,Karnal,200
1060,Potato,2026-04-15,Panipat,150
1061,Potato,2026-04-15,Ambala,200
1062,Potato,2026-04-15,Rohtak,50
1063,Potato,2026-04-15,Rohtak,300
1064,Potato,2026-04-16,Ludhiana,300
1065,Potato,2026-04-16,Delhi,50
1066,Potato,2026-04-16,Karnal,200
1067,Potato,2026-04-17,Ambala,300
1068,Potato,2026-04-17,Gurugram,200
1069,Potato,2026-04-17,Karnal,150
1070,Potato,2026-04-17,Karnal,50
1071,Potato,2026-04-17,Gurugram,100
1072,Potato,2026-04-18,Karnal,200
1073,Potato,2026-04-18,Karnal,50
1074,Potato,2026-04-18,Ludhiana,300
1075,Potato,2026-04-18,Ludhiana,50
1076,Potato,2026-04-18,Hisar,100
1077,Potato,2026-04-19,Karnal,300
1078,Potato,2026-04-19,Ludhiana,100
1079,Potato,2026-04-19,Hisar,150
1080,Potato,2026-04-19,Sonipat,200
1081,Potato,2026-04-20,Panipat,100
1082,Potato,2026-04-20,Gurugram,100
1083,Potato,2026-04-21,Rohtak,300
1084,Potato,2026-04-22,Ludhiana,200
1085,Potato,2026-04-22,Hisar,100
1086,Potato,2026-04-22,Gurugram,100
1087,Potato,2026-04-23,Panipat,300
1088,Potato,2026-04-23,Sonipat,300
1089,Potato,2026-04-23,Sonipat,300
1090,Potato,2026-04-24,Delhi,200
1091,Potato,2026-04-24,Chandigarh,200
1092,Potato,2026-04-24,Karnal,300
1093,Potato,2026-04-24,Ludhiana,200
1094,Potato,2026-04-24,Panipat,50
1095,Potato,2026-04-25,Hisar,100
1096,Potato,2026-04-25,Karnal,150
1097,Potato,2026-04-25,Hisar,300
1098,Potato,2026-04-26,Sonipat,300
1099,Potato,2026-04-26,Rohtak,200
1100,Potato,2026-04-26,Rohtak,50
1101,Potato,2026-04-27,Ludhiana,300
1102,Potato,2026-04-27,Rohtak,200
1103,Potato,2026-04-27,Chandigarh,200
1104,Potato,2026-04-27,Ludhiana,50
1105,Potato,2026-04-27,Ludhiana,200
1106,Potato,2026-04-28,Rohtak,200
1107,Potato,2026-04-28,Karnal,100
1108,Potato,2026-04-28,Gurugram,150
1109,Potato,2026-04-29,Karnal,50
1110,Potato,2026-04-29,Rohtak,200
1111,Potato,2026-04-29,Panipat,100
1112,Potato,2026-04-29,Ludhiana,300
1113,Potato,2026-04-30,Ludhiana,200
1114,Potato,2026-04-30,Sonipat,200
1115,Potato,2026-04-30,Sonipat,150
1116,Potato,2026-05-01,Ludhiana,50
1117,Potato,2026-05-01,Delhi,200
1118,Potato,2026-05-01,Gurugram,300
1119,Potato,2026-05-02,Panipat,300
1120,Potato,2026-05-02,Chandigarh,300
1121,Potato,2026-05-02,Karnal,50
1122,Potato,2026-05-02,Ambala,150
1123,Potato,2026-05-03,Rohtak,300
1124,Potato,2026-05-03,Gurugram,50
1125,Potato,2026-05-03,Delhi,200
1126,Potato,2026-05-04,Gurugram,150
1127,Potato,2026-05-04,Sonipat,300
1128,Potato,2026-05-05,Delhi,300
1129,Potato,2026-05-05,Karnal,100
1130,Potato,2026-05-05,Gurugram,100
1131,Potato,2026-05-05,Chandigarh,50
1132,Potato,2026-05-06,Ambala,100
1133,Potato,2026-05-06,Karnal,150
1134,Potato,2026-05-07,Gurugram,150
1135,Potato,2026-05-08,Rohtak,50
1136,Potato,2026-05-08,Gurugram,150
1137,Potato,2026-05-09,Ludhiana,200
1138,Potato,2026-05-09,Chandigarh,300
1139,Potato,2026-05-09,Delhi,200
1140,Potato,2026-05-10,Chandigarh,150
1141,Potato,2026-05-10,Ludhiana,300
1142,Potato,2026-05-11,Gurugram,50
1143,Potato,2026-05-12,Delhi,50
1144,Potato,2026-05-12,Hisar,100
1145,Potato,2026-05-12,Panipat,50
1146,Potato,2026-05-13,Delhi,100
1147,Potato,2026-05-13,Panipat,50
1148,Potato,2026-05-13,Sonipat,200
1149,Potato,2026-05-13,Sonipat,100
1150,Potato,2026-05-14,Panipat,200
1151,Potato,2026-05-15,Chandigarh,100
1152,Potato,2026-05-15,Ludhiana,150
1153,Potato,2026-05-15,Hisar,200
1154,Potato,2026-05-16,Karnal,50
1155,Potato,2026-05-16,Rohtak,100
1156,Potato,2026-05-16,Chandigarh,150
1157,Potato,2026-05-17,Hisar,300
1158,Potato,2026-05-17,Gurugram,150
1159,Potato,2026-05-18,Chandigarh,300
1160,Potato,2026-05-19,Ludhiana,200
1161,Potato,2026-05-19,Panipat,300
1162,Potato,2026-05-19,Sonipat,150
1163,Potato,2026-05-20,Ludhiana,150
1164,Potato,2026-05-20,Panipat,50
1165,Potato,2026-05-20,Sonipat,150
1166,Potato,2026-05-21,Panipat,200
1167,Potato,2026-05-21,Sonipat,300
1168,Potato,2026-05-21,Sonipat,300
1169,Potato,2026-05-22,Sonipat,100
1170,Potato,2026-05-22,Karnal,50
1171,Potato,2026-05-22,Rohtak,150
1172,Potato,2026-05-23,Ambala,100
1173,Potato,2026-05-23,Ludhiana,150
1174,Potato,2026-05-23,Gurugram,100
1175,Potato,2026-05-23,Karnal,300
1176,Potato,2026-05-23,Rohtak,150
1177,Potato,2026-05-23,Gurugram,100
1178,Potato,2026-05-24,Sonipat,300
1179,Potato,2026-05-24,Panipat,50
1180,Potato,2026-05-25,Rohtak,200
1181,Potato,2026-05-25,Ludhiana,100
1182,Potato,2026-05-25,Ludhiana,150
1183,Potato,2026-05-26,Chandigarh,300
1184,Potato,2026-05-26,Gurugram,150
1185,Potato,2026-05-26,Ludhiana,150
1186,Potato,2026-05-26,Ambala,100
1187,Potato,2026-05-27,Ambala,200
1188,Potato,2026-05-27,Gurugram,50
1189,Potato,2026-05-27,Ludhiana,50
1190,Potato,2026-05-27,Sonipat,300
1191,Potato,2026-05-27,Delhi,150
1192,Potato,2026-05-28,Karnal,200
1193,Potato,2026-05-28,Gurugram,50
1194,Potato,2026-05-28,Gurugram,50
1195,Potato,2026-05-28,Ambala,100
1196,Potato,2026-05-29,Ambala,300
1197,Potato,2026-05-29,Karnal,150
1198,Potato,2026-05-29,Karnal,50
1199,Potato,2026-05-30,Delhi,300
1200,Potato,2026-05-30,Hisar,100
1201,Potato,2026-05-30,Ludhiana,150
1202,Potato,2026-05-30,Ambala,300
1203,Potato,2026-05-30,Chandigarh,50
1204,Potato,2026-05-31,Gurugram,200
1205,Potato,2026-05-31,Sonipat,200
1206,Potato,2026-05-31,Gurugram,200
1207,Potato,2026-06-01,Gurugram,150
1208,Potato,2026-06-01,Ludhiana,300
1209,Potato,2026-06-02,Delhi,100
1210,Potato,2026-06-02,Ludhiana,200
1211,Potato,2026-06-02,Ludhiana,150
1212,Potato,2026-06-03,Hisar,200
1213,Potato,2026-06-03,Sonipat,300
1214,Potato,2026-06-03,Ambala,50
1215,Potato,2026-06-04,Sonipat,100
1216,Potato,2026-06-04,Panipat,200
1217,Potato,2026-06-04,Chandigarh,150
1218,Potato,2026-06-04,Delhi,300
1219,Potato,2026-06-05,Hisar,150
1220,Potato,2026-06-05,Hisar,100
1221,Potato,2026-06-05,Chandigarh,200
1222,Potato,2026-06-06,Ambala,100
1223,Potato,2026-06-06,Karnal,100
1224,Potato,2026-06-06,Hisar,150
1225,Potato,2026-06-07,Panipat,300
1226,Potato,2026-06-07,Panipat,200
1227,Potato,2026-06-08,Chandigarh,200
1228,Potato,2026-06-08,Karnal,50
1229,Potato,2026-06-09,Panipat,200
1230,Potato,2026-06-09,Delhi,150
1231,Potato,2026-06-10,Hisar,100
1232,Potato,2026-06-10,Ludhiana,100
1233,Potato,2026-06-11,Ludhiana,50
1234,Potato,2026-06-11,Ambala,150
1235,Potato,2026-06-11,Ambala,200
1236,Potato,2026-06-11,Ambala,200
1237,Potato,2026-06-12,Panipat,200
1238,Potato,2026-06-12,Delhi,150
1239,Potato,2026-06-12,Chandigarh,300
1240,Potato,2026-06-13,Ambala,50
1241,Potato,2026-06-13,Sonipat,150
1242,Potato,2026-06-13,Ludhiana,100
1243,Potato,2026-06-13,Gurugram,100
1244,Potato,2026-06-14,Rohtak,150
1245,Potato,2026-06-14,Gurugram,200
1246,Potato,2026-06-15,Rohtak,150
1247,Potato,2026-06-17,Delhi,300
1248,Potato,2026-06-17,Karnal,100
1249,Potato,2026-06-18,Delhi,300
1250,Potato,2026-06-18,Sonipat,300
1251,Potato,2026-06-18,Gurugram,150
1252,Potato,2026-06-18,Panipat,150
1253,Potato,2026-06-19,Delhi,300
1254,Potato,2026-06-19,Ambala,150
1255,Potato,2026-06-20,Sonipat,50
1256,Potato,2026-06-20,Sonipat,300
1257,Potato,2026-06-21,Hisar,150
1258,Potato,2026-06-21,Sonipat,50
1259,Potato,2026-06-22,Karnal,100
1260,Potato,2026-06-22,Chandigarh,100
1261,Potato,2026-06-22,Karnal,300
1262,Potato,2026-06-22,Ambala,300
1263,Potato,2026-06-23,Delhi,200
1264,Potato,2026-06-23,Ludhiana,50
1265,Potato,2026-06-23,Delhi,100
1266,Potato,2026-06-24,Rohtak,200
1267,Potato,2026-06-25,Sonipat,200
1268,Potato,2026-06-26,Ambala,300
1269,Potato,2026-06-26,Gurugram,100
1270,Potato,2026-06-26,Panipat,50
1271,Potato,2026-06-26,Delhi,100
1272,Potato,2026-06-27,Karnal,150
1273,Potato,2026-06-27,Sonipat,100
1274,Potato,2026-06-27,Sonipat,50
1275,Potato,2026-06-27,Hisar,50
1276,Potato,2026-06-28,Delhi,50
1277,Potato,2026-06-28,Ludhiana,200
1278,Potato,2026-06-28,Rohtak,100
1279,Potato,2026-06-29,Chandigarh,300
1280,Potato,2026-06-29,Rohtak,200
1281,Potato,2026-06-29,Delhi,150
1282,Potato,2026-06-29,Rohtak,50
1283,Potato,2026-06-30,Panipat,50
1284,Potato,2026-06-30,Delhi,50
1285,Potato,2026-06-30,Ambala,100
1286,Potato,2026-07-01,Gurugram,50
1287,Potato,2026-07-01,Delhi,100
